accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
2017-03-18 00:01:40.569,2727,TCP  ,76.105.89.174,702,Others,23,Female,RU,Normal,English,4.224,No,0.0,Others
2017-03-18 00:01:40.569,1764,TCP  ,76.106.207.17,586,Others,26,Male,JP,Normal,German,409.272,No,0.0,Credit Card
2017-03-18 00:01:40.569,2578,TCP  ,76.106.45.100,561,Safari,37,Female,CH,Normal,English,55.44,No,0.0,Cash
2017-03-18 00:01:40.569,2939,TCP  ,76.107.155.16,589,Safari,56,Male,CA,Normal,English,20.928,No,0.0,Credit Card
2017-03-18 00:01:41.980,4104,TCP  ,76.107.190.82,639,Safari,40,Female,AU,Normal,English,1801.632,No,0.0,Cash
2017-03-18 00:01:41.980,2750,TCP  ,76.108.248.94,614,Safari,27,Female,IN,Normal,English,67.176,No,0.0,Cash
2017-03-18 00:01:42.172,3551,TCP  ,76.109.60.196,1727,Safari,33,Female,IN,Normal,English,646.2,No,0.0,Debit Card
2017-03-18 00:01:42.172,1501,TCP  ,76.110.5.238,579,Safari,61,Female,IT,Normal,English,72.744,No,0.0,Credit Card
2017-03-18 00:01:42.177,3094,TCP  ,76.111.208.87,639,IOS App,67,Female,CA,Normal,English,572.16,No,0.0,Cash
2017-03-18 00:01:42.177,4202,TCP  ,76.112.208.184,614,Microsoft Edge,39,Male,US,Normal,English,68.112,No,0.0,Cash
2017-03-18 00:05:25.626,2196,TCP  ,76.113.44.95,262,Microsoft Edge,24,Female,US,Premium,English,25.032,No,0.0,Credit Card
2017-03-18 00:05:25.626,4029,TCP  ,76.115.89.115,205,Microsoft Edge,55,Female,AU,Premium,English,39.992,No,0.0,Others
2017-03-18 00:00:43.467,3755,TCP  ,76.118.16.239,447,IOS App,37,Female,US,Premium,English,20.016,No,0.0,Credit Card
2017-03-18 00:00:43.467,1951,TCP  ,76.123.254.222,2581,IOS App,52,Male,DE,Premium,English,3.104,No,0.0,Credit Card
2017-03-18 00:03:50.753,4480,TCP  ,76.123.70.77,445,IOS App,50,Female,CN,Premium,English,7.52,No,0.0,Debit Card
2017-03-18 00:03:50.753,3191,TCP  ,76.123.70.77,1675,IOS App,19,Male,IN,Premium,English,10.272,No,0.0,Credit Card
2017-03-18 00:01:31.129,4039,TCP  ,76.123.76.51,1087,IOS App,67,Female,US,Premium,English,47.808,No,0.0,Credit Card
2017-03-18 00:01:31.129,2363,TCP  ,76.124.166.75,8814,Chrome,53,Female,GB,Premium,English,978.84,No,0.0,Credit Card
2017-03-18 00:06:11.178,3964,TCP  ,76.124.253.114,502,Chrome,28,Female,RU,Premium,English,13.14,No,0.0,Credit Card
2017-03-18 00:06:11.178,1894,TCP  ,76.126.202.216,583,Chrome,67,Female,IT,Premium,English,10.024,No,0.0,Cash
2017-03-18 00:04:40.127,2464,TCP  ,76.16.7.188,702,Chrome,39,Female,CN,Normal,English,339.136,No,0.0,Cash
2017-03-18 00:04:40.127,3706,TCP  ,76.168.45.189,586,Chrome,67,Male,IT,Normal,English,0.0,Yes,1425.38,Credit Card
2017-03-18 00:04:40.127,4472,TCP  ,76.169.64.18,556,Chrome,21,Female,CA,Normal,English,5.04,No,0.0,Others
2017-03-18 00:04:40.127,3037,TCP  ,76.170.173.175,515,Others,33,Male,IT,Normal,English,116.28,No,0.0,Credit Card
2017-03-18 00:04:40.569,3000,TCP  ,76.17.173.234,556,Others,61,Female,CA,Normal,English,47.976,No,0.0,Debit Card
2017-03-18 00:04:40.569,4101,TCP  ,76.17.75.236,515,Others,25,Female,NO,Normal,English,0.0,Yes,24.633,Others
2017-03-18 00:04:40.570,3439,TCP  ,76.17.78.64,702,Others,51,Male,US,Normal,English,5.022,No,0.0,Debit Card
2017-03-18 00:04:40.570,3899,TCP  ,76.174.179.137,586,Others,37,Male,IN,Normal,English,182.994,No,0.0,Cash
2017-03-18 00:03:05.682,3622,TCP  ,76.174.29.159,179,Others,69,Female,IT,Premium,English,10.272,No,0.0,Others
2017-03-18 00:03:05.682,4500,TCP  ,76.174.87.142,6654,Mozilla Firefox,47,Female,RU,Premium,English,7.857,No,0.0,Credit Card
2017-03-18 00:07:46.503,2731,TCP  ,76.175.51.202,977,Mozilla Firefox,61,Female,GB,Premium,English,302.384,No,0.0,Cash
2017-03-18 00:07:46.503,4728,TCP  ,76.175.5.189,6425,Mozilla Firefox,69,Female,JP,Premium,English,20.952,No,0.0,Debit Card
2017-03-18 00:08:25.779,3677,TCP  ,76.175.60.59,46,Mozilla Firefox,53,Female,CA,Premium,English,11.784,No,0.0,Others
2017-03-18 00:08:25.779,3678,TCP  ,76.175.82.4,40,Mozilla Firefox,19,Female,US,Premium,English,638.82,No,0.0,Cash
2017-03-18 00:06:57.261,1661,TCP  ,76.176.128.108,381,Mozilla Firefox,36,Male,IN,Premium,English,20.7,No,0.0,Credit Card
2017-03-18 00:06:57.261,4899,TCP  ,76.176.184.213,8681,Android App,26,Female,US,Premium,English,10.95,No,0.0,Cash
2017-03-18 00:04:39.219,3197,TCP  ,76.176.83.207,283,Android App,36,Female,RU,Premium,English,14.352,No,0.0,Cash
2017-03-18 00:04:39.219,1706,TCP  ,76.177.21.6,8617,Android App,39,Female,KR,Premium,English,221.024,No,0.0,Others
2017-03-18 00:06:40.126,1934,TCP  ,76.178.25.159,561,Android App,30,Male,IT,Normal,English,0.0,Yes,450.1275,Others
2017-03-18 00:06:40.126,4624,TCP  ,76.179.19.57,589,Android App,40,Female,CH,Normal,English,79.96,No,0.0,Credit Card
2017-03-18 00:06:40.188,2303,TCP  ,76.184.35.251,1727,Android App,47,Male,AR,Normal,English,587.97,No,0.0,Cash
2017-03-18 00:06:40.188,2598,TCP  ,76.185.120.5,579,Android App,51,Female,IT,Normal,English,32.4,No,0.0,Debit Card
2017-03-18 00:06:40.570,3826,TCP  ,76.185.3.133,561,Android App,23,Male,GB,Normal,English,404.9,No,0.0,Cash
2017-03-18 00:06:40.570,2240,TCP  ,76.185.69.203,589,Android App,22,Male,CH,Normal,English,0.0,Yes,91.485,Cash
2017-03-18 00:06:40.707,1521,TCP  ,76.186.174.203,1727,Android App,35,Female,AU,Normal,English,12.94,No,0.0,Debit Card
2017-03-18 00:06:40.707,3422,TCP  ,76.186.43.32,579,Android App,56,Female,RU,Normal,English,2.264,No,0.0,Cash
2017-03-18 00:10:08.726,3113,TCP  ,76.190.171.141,274,Android App,32,Female,US,Premium,English,0.0,Yes,2700.765,Credit Card
2017-03-18 00:10:08.726,4979,TCP  ,76.199.232.30,418,Android App,30,Female,DE,Premium,English,146.176,No,0.0,Cash
2017-03-18 00:06:40.194,4400,TCP  ,76.206.204.111,702,Android App,41,Male,US,Normal,English,15.92,No,0.0,Cash
2017-03-18 00:06:40.194,4962,TCP  ,76.21.29.19,586,Android App,45,Female,FI,Normal,English,159.96,No,0.0,Others
2017-03-18 00:07:40.128,4589,TCP  ,76.215.146.69,556,Android App,69,Female,IT,Normal,English,13.76,No,0.0,Others
2017-03-18 00:07:40.128,4236,TCP  ,76.216.143.128,515,Android App,29,Female,JP,Normal,English,4.312,No,0.0,Cash
2017-03-18 00:07:40.573,3090,TCP  ,76.216.183.150,702,Android App,52,Male,US,Normal,English,13.96,No,0.0,Others
2017-03-18 00:07:40.573,4386,TCP  ,76.217.10.234,586,Android App,67,Male,US,Normal,English,27.414,No,0.0,Debit Card
2017-03-18 00:07:40.573,4693,TCP  ,76.217.210.9,556,Android App,38,Male,CN,Normal,English,73.98,No,0.0,Cash
2017-03-18 00:07:40.573,1509,TCP  ,76.217.26.148,515,Android App,32,Female,PE,Normal,English,160.98,No,0.0,Cash
2017-03-18 00:07:42.462,3589,TCP  ,76.218.252.154,639,Android App,52,Female,IN,Normal,English,17.34,No,0.0,Credit Card
2017-03-18 00:07:42.462,2962,TCP  ,76.220.40.23,614,Chrome,48,Male,AR,Normal,English,3.28,No,0.0,Cash
2017-03-18 00:07:42.576,2960,TCP  ,76.22.151.15,639,Mozilla Firefox,62,Female,IT,Normal,English,8.856,No,0.0,Credit Card
2017-03-18 00:07:42.576,4285,TCP  ,76.229.99.104,614,Mozilla Firefox,60,Male,PL,Normal,English,158.376,No,0.0,Cash
2017-03-18 00:10:40.369,2732,TCP  ,76.231.59.33,2964,Mozilla Firefox,60,Male,IT,Premium,English,1219.96,No,0.0,Credit Card
2017-03-18 00:10:40.369,2706,TCP  ,76.231.81.176,3745,Mozilla Firefox,21,Female,JP,Premium,English,3.168,No,0.0,Cash
2017-03-18 00:10:52.869,4094,TCP  ,76.232.185.157,427,Mozilla Firefox,67,Female,AU,Premium,English,19.44,No,0.0,Cash
2017-03-18 00:10:52.869,2397,TCP  ,76.234.73.232,4457,Mozilla Firefox,30,Female,AU,Premium,English,454.86,No,0.0,Cash
2017-03-18 00:11:12.222,2409,TCP  ,76.236.38.85,46,Mozilla Firefox,32,Male,US,Premium,English,91.392,No,0.0,Cash
2017-03-18 00:11:12.222,2025,TCP  ,76.238.231.76,40,Mozilla Firefox,50,Male,KR,Premium,English,19.04,No,0.0,Cash
2017-03-18 00:10:59.278,2271,TCP  ,76.246.225.228,3136,Mozilla Firefox,32,Female,RU,Premium,English,37.44,No,0.0,Debit Card
2017-03-18 00:10:59.278,2774,TCP  ,76.248.252.218,3745,Mozilla Firefox,69,Female,IT,Premium,English,37.59,No,0.0,Cash
2017-03-18 00:09:20.718,1675,TCP  ,76.253.72.206,401,Android App,46,Female,JP,Premium,English,26.032,No,0.0,Debit Card
2017-03-18 00:09:20.718,1840,TCP  ,76.28.94.203,8842,Chrome,18,Female,IN,Premium,English,35.91,No,0.0,Others
2017-03-18 00:11:20.360,2032,TCP  ,76.29.118.76,3124,Chrome,34,Female,CA,Premium,English,91.032,No,0.0,Debit Card
2017-03-18 00:11:20.360,1747,TCP  ,76.29.141.43,3745,Chrome,26,Female,IT,Premium,English,54.66,No,0.0,Debit Card
2017-03-18 00:11:38.947,1888,TCP  ,76.29.145.14,329,Chrome,52,Female,DE,Premium,English,67.344,No,0.0,Debit Card
2017-03-18 00:11:38.947,4737,TCP  ,76.31.123.123,4369,Chrome,65,Male,RU,Premium,English,2624.985,No,0.0,Others
2017-03-18 00:11:44.590,3785,TCP  ,76.31.227.74,3056,Chrome,33,Female,US,Premium,English,73.28,No,0.0,Cash
2017-03-18 00:11:44.590,2244,TCP  ,76.4.155.126,3705,IOS App,37,Female,US,Premium,English,14.48,No,0.0,Cash
2017-03-18 00:12:10.685,4662,TCP  ,76.4.34.246,3056,IOS App,39,Female,US,Premium,English,11.952,No,0.0,Debit Card
2017-03-18 00:12:10.685,2607,TCP  ,76.5.216.168,3705,IOS App,29,Male,IT,Premium,English,15.552,No,0.0,Credit Card
2017-03-18 00:12:42.731,4031,TCP  ,76.5.246.65,46,IOS App,62,Female,IT,Premium,English,45.0,No,0.0,Debit Card
2017-03-18 00:12:42.731,1939,TCP  ,76.64.210.218,40,IOS App,30,Male,AR,Premium,English,209.97,No,0.0,Credit Card
2017-03-18 00:12:49.031,2630,TCP  ,76.64.52.73,46,IOS App,26,Female,JP,Premium,English,112.12,No,0.0,Credit Card
2017-03-18 00:12:49.031,1511,TCP  ,76.64.84.251,40,IOS App,62,Male,IN,Premium,English,1575.14,No,0.0,Cash
2017-03-18 00:12:35.564,1978,TCP  ,76.67.107.93,3056,Microsoft Edge,58,Female,IT,Premium,English,25.06,No,0.0,Credit Card
2017-03-18 00:12:35.564,3064,TCP  ,76.67.175.7,3745,Microsoft Edge,51,Female,AT,Premium,English,0.0,Yes,1620.459,Credit Card
2017-03-18 00:13:14.515,3545,TCP  ,76.70.25.212,1035,Microsoft Edge,24,Male,CH,Premium,English,37.392,No,0.0,Cash
2017-03-18 00:13:14.515,1782,TCP  ,76.7.31.181,3401,Microsoft Edge,38,Female,CA,Premium,English,79.12,No,0.0,Cash
2017-03-18 00:12:58.683,2715,TCP  ,76.71.119.173,2968,Microsoft Edge,69,Male,RU,Premium,English,18.9,No,0.0,Credit Card
2017-03-18 00:12:58.683,2037,TCP  ,76.71.2.207,3705,Microsoft Edge,61,Female,IT,Premium,English,57.42,No,0.0,Cash
2017-03-18 00:13:39.521,2476,TCP  ,76.72.173.179,46,Safari,69,Female,IT,Premium,English,12.74,No,0.0,Debit Card
2017-03-18 00:13:39.521,4667,TCP  ,76.72.173.179,40,Safari,19,Female,US,Premium,English,8.82,No,0.0,Cash
2017-03-18 00:10:40.127,3847,TCP  ,76.72.173.179,702,Safari,62,Male,US,Normal,English,120.784,No,0.0,Cash
2017-03-18 00:10:40.127,2168,TCP  ,76.72.173.179,586,Safari,33,Male,IT,Normal,English,322.59,No,0.0,Cash
2017-03-18 00:10:40.127,1961,TCP  ,76.72.173.179,556,Others,26,Male,IT,Normal,English,9.762,No,0.0,Cash
2017-03-18 00:10:40.127,1927,TCP  ,76.72.173.179,515,Others,43,Male,AU,Normal,English,13.72,No,0.0,Debit Card
2017-03-18 00:10:40.571,2013,TCP  ,76.72.173.179,702,Others,22,Female,IT,Normal,English,55.2,No,0.0,Others
2017-03-18 00:10:40.571,2554,TCP  ,76.73.141.127,586,Others,27,Female,RU,Normal,English,259.136,No,0.0,Credit Card
2017-03-18 00:10:40.572,1591,TCP  ,76.73.213.87,556,Others,22,Male,IT,Normal,English,29.24,No,0.0,Credit Card
2017-03-18 00:10:40.572,4440,TCP  ,76.76.40.94,515,Others,27,Female,PL,Normal,English,15.552,No,0.0,Debit Card
2017-03-18 00:13:25.342,2296,TCP  ,76.8.56.160,3072,Others,36,Female,US,Premium,English,4.896,No,0.0,Credit Card
2017-03-18 00:13:25.342,2551,TCP  ,76.8.6.206,3745,Others,34,Male,JP,Premium,English,38.088,No,0.0,Cash
2017-03-18 00:10:55.756,2765,UDP  ,76.84.16.7,68,Others,21,Female,JP,Premium,English,2.808,No,0.0,Cash
2017-03-18 00:10:55.757,3838,UDP  ,76.84.41.219,68,Others,22,Female,IT,Premium,English,47.984,No,0.0,Debit Card
2017-03-18 00:11:00.757,3985,UDP  ,76.88.245.128,129,Safari,62,Male,JP,Premium,English,26.064,No,0.0,Debit Card
2017-03-18 00:11:00.757,4919,UDP  ,76.89.220.203,68,Safari,49,Male,US,Premium,English,15.696,No,0.0,Cash
2017-03-18 00:11:00.758,3559,UDP  ,76.89.32.39,250,Safari,40,Female,IT,Premium,English,12.84,No,0.0,Debit Card
2017-03-18 00:11:00.758,4495,UDP  ,76.90.58.74,68,Safari,66,Female,PL,Premium,English,539.97,No,0.0,Others
2017-03-18 00:11:00.773,3478,TCP  ,76.9.217.97,5455,Safari,25,Female,AT,Premium,English,22.58,No,0.0,Cash
2017-03-18 00:11:00.773,3986,TCP  ,76.9.78.212,1698,Safari,32,Female,AU,Premium,English,16.52,No,0.0,Cash
2017-03-18 00:13:49.218,2538,TCP  ,76.92.172.15,3056,IOS App,46,Female,AU,Premium,English,671.94,No,0.0,Cash
2017-03-18 00:13:49.218,1783,TCP  ,76.97.122.131,3745,Microsoft Edge,53,Male,IT,Premium,English,169.064,No,0.0,Cash
2017-03-18 00:14:07.909,4611,TCP  ,76.98.177.94,353,Microsoft Edge,60,Female,US,Premium,English,168.624,No,0.0,Cash
2017-03-18 00:14:07.909,4424,TCP  ,76.99.98.27,2509,Microsoft Edge,25,Male,CA,Premium,English,19.44,No,0.0,Debit Card
2017-03-18 00:14:14.106,2250,TCP  ,77.100.134.89,3108,IOS App,19,Male,AR,Premium,English,31.92,No,0.0,Cash
2017-03-18 00:14:14.106,2990,TCP  ,77.100.196.220,3745,IOS App,36,Female,CN,Premium,English,433.568,No,0.0,Others
2017-03-18 00:11:40.123,3701,TCP  ,77.10.214.236,561,IOS App,52,Male,PL,Normal,English,31.104,No,0.0,Credit Card
2017-03-18 00:11:40.123,3571,TCP  ,77.101.113.53,589,IOS App,61,Male,US,Normal,English,54.816,No,0.0,Cash
2017-03-18 00:11:40.171,3701,TCP  ,77.101.192.177,1727,IOS App,62,Female,CA,Normal,English,48.86,No,0.0,Credit Card
2017-03-18 00:11:40.171,3071,TCP  ,77.101.225.156,533,Chrome,47,Female,CA,Normal,English,14.2,No,0.0,Cash
2017-03-18 00:11:40.569,4856,TCP  ,77.101.67.34,561,Chrome,51,Male,CH,Normal,Spanish,12.96,No,0.0,Cash
2017-03-18 00:11:40.569,1785,TCP  ,77.101.75.73,589,Chrome,54,Female,CH,Normal,English,58.34,No,0.0,Credit Card
2017-03-18 00:11:40.694,1965,TCP  ,77.102.197.154,1727,Chrome,65,Female,IT,Normal,English,56.3,No,0.0,Credit Card
2017-03-18 00:11:40.694,3411,TCP  ,77.103.180.51,579,Chrome,40,Female,MX,Normal,English,629.95,No,0.0,Credit Card
2017-03-18 00:14:37.936,3184,TCP  ,77.105.62.106,3068,Chrome,46,Male,GB,Premium,Spanish,122.97,No,0.0,Cash
2017-03-18 00:14:37.936,2243,TCP  ,77.108.110.29,4773,Chrome,69,Male,IT,Premium,Russian,46.35,No,0.0,Cash
2017-03-18 00:15:00.679,4518,TCP  ,77.109.48.186,3072,Chrome,27,Female,US,Premium,Russian,14.976,No,0.0,Credit Card
2017-03-18 00:15:00.679,2008,TCP  ,77.119.128.71,3641,Chrome,65,Male,IT,Premium,German,4.24,No,0.0,Credit Card
2017-03-18 00:14:51.917,3685,TCP  ,77.120.133.190,340,Chrome,52,Female,IT,Premium,Russian,319.96,No,0.0,Cash
2017-03-18 00:14:51.917,2556,TCP  ,77.120.20.7,6694,Others,51,Female,CH,Premium,Spanish,17.04,No,0.0,Cash
2017-03-18 00:15:40.612,2464,TCP  ,77.120.237.148,40,Others,40,Female,CA,Premium,Russian,344.91,No,0.0,Cash
2017-03-18 00:15:40.612,3002,TCP  ,77.120.33.194,46,Others,58,Female,IN,Premium,Spanish,81.94,No,0.0,Credit Card
2017-03-18 00:15:43.667,4537,TCP  ,77.120.39.175,46,Others,58,Male,IT,Premium,Russian,98.16,No,0.0,Credit Card
2017-03-18 00:15:43.667,3731,TCP  ,77.12.200.5,40,Others,24,Female,IT,Premium,Spanish,0.0,Yes,1425.38,Credit Card
2017-03-18 00:15:45.743,2623,TCP  ,77.121.193.74,46,Others,40,Female,IT,Premium,Russian,0.0,Yes,225.06,Cash
2017-03-18 00:15:45.743,3073,TCP  ,77.121.245.102,40,Mozilla Firefox,48,Female,IT,Premium,Russian,8.928,No,0.0,Credit Card
2017-03-18 00:15:24.473,4905,TCP  ,77.121.81.197,3072,Mozilla Firefox,26,Female,PL,Premium,Russian,9.99,No,0.0,Credit Card
2017-03-18 00:15:24.473,1766,TCP  ,77.122.101.168,3745,Mozilla Firefox,64,Male,FI,Premium,Russian,10499.97,No,0.0,Others
2017-03-18 00:16:08.341,3599,TCP  ,77.122.104.819,46,Mozilla Firefox,39,Female,US,Premium,Russian,21.12,No,0.0,Debit Card
2017-03-18 00:16:08.341,4114,TCP  ,77.122.104.937,40,Mozilla Firefox,57,Male,KR,Premium,Russian,696.42,No,0.0,Cash
2017-03-18 00:15:48.858,4199,TCP  ,77.122.90.185,3108,Mozilla Firefox,58,Male,KR,Premium,Russian,304.776,No,0.0,Credit Card
2017-03-18 00:15:48.858,2056,TCP  ,77.123.162.1433,3745,Android App,69,Female,US,Premium,Russian,51.98,No,0.0,Cash
2017-03-18 00:16:28.276,3957,TCP  ,77.123.162.1670,341,Android App,52,Female,IT,Premium,Russian,24.7,No,0.0,Others
2017-03-18 00:16:28.276,3937,TCP  ,77.123.176.64,2616,Android App,34,Male,PE,Premium,Spanish,21.93,No,0.0,Cash
2017-03-18 00:13:40.124,4222,TCP  ,77.123.181.72,702,Android App,62,Female,IT,Normal,Spanish,394.816,No,0.0,Credit Card
2017-03-18 00:13:40.124,3956,TCP  ,77.123.185.162,586,Android App,49,Female,RU,Normal,Russian,18.192,No,0.0,Cash
2017-03-18 00:13:40.124,3536,TCP  ,77.123.187.189,556,Android App,38,Female,AR,Normal,Spanish,0.0,Yes,3.661,Credit Card
2017-03-18 00:13:40.124,1702,TCP  ,77.123.190.141,515,Android App,61,Female,AT,Normal,Spanish,799.984,No,0.0,Credit Card
2017-03-18 00:13:40.570,3708,TCP  ,77.123.43.198,702,Android App,61,Male,AT,Normal,Spanish,41.28,No,0.0,Cash
2017-03-18 00:13:40.570,1669,TCP  ,77.123.64.115,586,Android App,32,Male,CH,Normal,Russian,184.66,No,0.0,Cash
2017-03-18 00:13:40.571,3668,TCP  ,77.123.79.221,556,Android App,45,Female,KR,Normal,Spanish,49.25,No,0.0,Debit Card
2017-03-18 00:13:40.571,2253,TCP  ,77.123.84.140,515,Android App,38,Male,CN,Normal,Spanish,10.16,No,0.0,Cash
2017-03-18 00:16:10.762,4402,TCP  ,77.124.55.52,3068,Android App,54,Male,CN,Premium,English,14.76,No,0.0,Cash
2017-03-18 00:16:10.762,4669,TCP  ,77.125.1.132,4105,Android App,40,Male,CH,Premium,English,34.08,No,0.0,Debit Card
2017-03-18 00:13:42.009,4347,TCP  ,77.130.222.54,639,Android App,21,Male,GB,Normal,English,17.67,No,0.0,Others
2017-03-18 00:13:42.009,3577,TCP  ,77.134.17.121,614,Android App,42,Male,RU,Normal,English,1604.9,No,0.0,Credit Card
2017-03-18 00:13:42.317,2895,TCP  ,77.139.128.121,639,Android App,48,Female,CN,Normal,English,385.686,No,0.0,Debit Card
2017-03-18 00:13:42.317,4443,TCP  ,77.145.90.109,614,Android App,36,Female,CA,Normal,French,15.984,No,0.0,Cash
2017-03-18 00:16:40.729,3207,TCP  ,77.146.171.21,3056,Android App,24,Female,CH,Premium,English,9.42,No,0.0,Credit Card
2017-03-18 00:16:40.729,1802,TCP  ,77.147.182.195,3745,Android App,18,Female,GB,Premium,English,6.56,No,0.0,Cash
2017-03-18 00:17:00.334,3473,TCP  ,77.149.106.237,3108,Android App,20,Female,IT,Premium,French,24.56,No,0.0,Credit Card
2017-03-18 00:17:00.334,3663,TCP  ,77.149.208.155,3745,Android App,53,Female,CN,Premium,English,128.4,No,0.0,Cash
2017-03-18 00:12:27.494,1874,TCP  ,77.152.238.101,268,Mozilla Firefox,56,Female,IT,Premium,French,482.664,No,0.0,Credit Card
2017-03-18 00:12:27.494,2221,TCP  ,77.152.78.9,341,Mozilla Firefox,23,Male,US,Premium,French,4799.984,No,0.0,Cash
2017-03-18 00:15:40.046,4009,TCP  ,77.154.202.42,335,Mozilla Firefox,37,Male,IT,Premium,French,37.94,No,0.0,Credit Card
2017-03-18 00:15:40.046,3283,TCP  ,77.154.204.158,8669,Mozilla Firefox,52,Female,CN,Premium,English,18.288,No,0.0,Debit Card
2017-03-18 00:14:44.137,2871,TCP  ,77.158.24.251,424,Mozilla Firefox,62,Male,US,Premium,French,385.8,No,0.0,Cash
2017-03-18 00:14:44.137,3726,TCP  ,77.158.31.31,1285,Mozilla Firefox,24,Female,US,Premium,English,102.96,No,0.0,Credit Card
2017-03-18 00:17:23.119,1940,TCP  ,77.158.41.9,3004,Mozilla Firefox,25,Female,US,Premium,English,174.42,No,0.0,Credit Card
2017-03-18 00:17:23.119,1637,TCP  ,77.160.153.164,3705,Mozilla Firefox,30,Female,SE,Premium,English,0.0,Yes,16.422,Debit Card
2017-03-18 00:14:52.411,4149,UDP  ,77.161.245.138,122,Mozilla Firefox,50,Male,RU,Premium,English,94.428,No,0.0,Credit Card
2017-03-18 00:14:52.411,3133,ICMP ,77.162.144.212,150,Mozilla Firefox,65,Female,CN,Premium,English,45.92,No,0.0,Cash
2017-03-18 00:18:07.352,2798,TCP  ,77.162.203.63,40,Android App,50,Male,NO,Premium,English,61.584,No,0.0,Others
2017-03-18 00:18:07.352,4866,TCP  ,77.164.111.188,46,Chrome,64,Male,IN,Premium,English,22.48,No,0.0,Credit Card
2017-03-18 00:17:48.287,2609,TCP  ,77.165.127.166,3056,Chrome,60,Male,IT,Premium,Dutch,332.028,No,0.0,Cash
2017-03-18 00:17:48.287,3483,TCP  ,77.166.163.80,3745,Chrome,37,Male,IT,Premium,Dutch,11.394,No,0.0,Credit Card
2017-03-18 00:18:11.752,1525,TCP  ,77.169.241.43,3108,Chrome,42,Male,PL,Premium,Dutch,15.552,No,0.0,Cash
2017-03-18 00:18:11.752,3035,TCP  ,77.181.13.118,3745,Chrome,59,Male,JP,Premium,English,31.104,No,0.0,Cash
2017-03-18 00:18:51.677,1871,TCP  ,77.181.27.202,294,Chrome,44,Female,CH,Premium,Spanish,0.0,Yes,1140.304,Debit Card
2017-03-18 00:18:51.677,3316,TCP  ,77.182.54.182,473,IOS App,36,Male,US,Premium,English,11.352,No,0.0,Credit Card
2017-03-18 00:18:35.170,1671,TCP  ,77.185.238.222,3108,IOS App,22,Female,IT,Premium,English,20.808,No,0.0,Cash
2017-03-18 00:18:35.170,3997,TCP  ,77.186.199.203,3745,IOS App,40,Female,US,Premium,English,11.416,No,0.0,Cash
2017-03-18 00:17:16.954,2000,TCP  ,77.195.93.155,389,IOS App,61,Female,IN,Premium,English,9.408,No,0.0,Credit Card
2017-03-18 00:17:16.954,4084,TCP  ,77.198.144.38,8789,IOS App,19,Male,IT,Premium,French,19.83,No,0.0,Others
2017-03-18 00:19:00.572,4150,TCP  ,77.20.248.33,3056,IOS App,28,Male,SE,Premium,English,209.7,No,0.0,Credit Card
2017-03-18 00:19:00.572,3175,TCP  ,77.201.172.86,3745,IOS App,68,Male,JP,Premium,French,43.92,No,0.0,Credit Card
2017-03-18 00:16:40.141,4946,TCP  ,77.204.51.231,561,Microsoft Edge,29,Female,IN,Normal,French,20.232,No,0.0,Debit Card
2017-03-18 00:16:40.141,2790,TCP  ,77.213.6.65,589,Microsoft Edge,32,Male,US,Normal,English,149.97,No,0.0,Credit Card
